,player,team,age,pts_per_poss,fgm,fga,fgpct,three_pm,three_pa,three_ppct,ftm,fta,ftpct,oreb,dreb,reb,ast,tov,stl,blk,pf,fp,ddtwo_,tdthree_,plus_minus,fgm_less_than_5ft,fga_less_than_5ft,fgpct_less_than_5ft,fgm_5minus9_ft,fga_5minus9_ft,fgpct_5minus9_ft,fgm_10minus14_ft,fga_10minus14_ft,fgpct_10minus14_ft,fgm_15minus19_ft,fga_15minus19_ft,fgpct_15minus19_ft,fgm_two_0minustwo_4_ft,fga_two_0minustwo_4_ft,fgpct_two_0minustwo_4_ft,fgm_two_5minustwo_9_ft,fga_two_5minustwo_9_ft,fgpct_two_5minustwo_9_ft,pts,touches,front_ct_touches,time_of_poss,avg_sec_per_touch,avg_drib_per_touch,pts_per_touch,elbow_touches,post_ups,paint_touches,pts_per_elbow_touch,pts_per_post_touch,pts_per_paint_touch
342,justin holiday,DAL,33,0.132,0.049,0.129,38.0,0.031,0.092,33.3,0.003,0.005,71.4,0.003,0.03,0.033,0.027,0.015,0.011,0.013,0.044,0.268,0,0,-0.088,0.5,0.6,74.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.3,28.6,0.7,2.2,31.2,0.4,1.0,37.8,4.3,16.8,10.8,0.5,1.62,0.76,0.256,0.3,0.0,0.5,0.308,0.0,0.417
343,davion mitchell,SAC,24,0.147,0.059,0.129,46.1,0.02,0.063,31.7,0.009,0.011,80.6,0.005,0.03,0.035,0.061,0.02,0.014,0.005,0.036,0.318,0,0,0.013,1.0,1.5,67.0,0.2,0.3,57.1,0.1,0.1,45.5,0.2,0.5,43.9,0.3,1.0,33.8,0.5,1.5,33.3,5.6,34.9,12.7,2.6,4.52,4.41,0.16,0.1,0.0,0.4,0.545,0.0,0.7
344,danny green,CLE,35,0.15,0.05,0.128,39.1,0.044,0.1,44.4,0.006,0.006,100.0,0.011,0.028,0.039,0.011,0.033,0.017,0.006,0.056,0.247,0,0,-0.133,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.3,50.0,0.0,0.1,0.0,0.4,1.0,44.4,0.4,1.0,44.4,3.0,13.6,7.9,0.4,1.66,0.83,0.221,0.1,0.0,0.2,0.0,0.0,0.0
345,jamal cain,MIA,24,0.168,0.066,0.128,52.0,0.005,0.031,16.7,0.031,0.041,75.0,0.031,0.069,0.099,0.023,0.01,0.02,0.0,0.038,0.373,0,0,-0.02,1.4,2.0,67.9,0.3,0.6,57.1,0.1,0.2,33.3,0.0,0.0,0.0,0.2,0.8,18.2,0.0,0.1,0.0,4.4,12.1,7.0,0.3,1.4,0.59,0.365,0.1,0.0,2.5,0.0,0.0,1.135
346,micah potter,UTA,24,0.222,0.095,0.127,75.0,0.032,0.048,66.7,0.0,0.0,0.0,0.016,0.032,0.048,0.048,0.016,0.0,0.0,0.048,0.335,0,0,0.063,0.8,0.8,100.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,100,0.3,0.5,50.0,2.8,9.2,3.4,0.2,1.61,0.44,0.304,0.4,0.0,0.6,1.0,0.0,2.0
347,nic claxton,BKN,23,0.208,0.09,0.127,70.7,0.0,0.0,0.0,0.028,0.054,52.7,0.039,0.112,0.151,0.031,0.021,0.014,0.041,0.046,0.578,27,0,0.023,4.9,6.4,75.7,0.5,1.1,46.8,0.1,0.2,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,41.3,23.2,1.2,1.8,0.61,0.306,3.8,0.4,8.3,0.408,0.346,0.987
348,mckinley wright iv,DAL,24,0.151,0.06,0.127,47.3,0.012,0.038,31.8,0.019,0.027,68.8,0.014,0.055,0.069,0.087,0.031,0.014,0.009,0.036,0.401,0,0,-0.139,0.7,1.0,72.7,0.3,0.6,46.2,0.2,0.5,36.4,0.1,0.2,40.0,0.0,0.3,14.3,0.3,0.7,40.0,3.5,22.2,8.5,1.7,4.62,4.44,0.159,0.1,0.0,0.3,0.0,0.0,0.0
349,lamar stevens,CLE,25,0.146,0.058,0.127,45.5,0.013,0.041,31.0,0.018,0.025,69.8,0.021,0.071,0.092,0.015,0.012,0.011,0.009,0.036,0.327,1,0,0.005,1.1,1.9,58.6,0.2,0.5,42.9,0.3,0.5,50.0,0.0,0.1,12.5,0.3,1.1,29.0,0.2,0.5,37.0,5.3,20.6,10.6,0.7,1.98,0.88,0.256,0.4,0.1,1.3,0.522,1.5,0.667
350,wendell moore jr,MIN,21,0.12,0.051,0.127,40.5,0.006,0.051,11.8,0.012,0.015,80.0,0.009,0.042,0.051,0.054,0.024,0.024,0.015,0.039,0.357,0,0,-0.154,0.5,0.7,68.4,0.1,0.1,66.7,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.5,18.2,0.0,0.2,0.0,1.5,9.7,4.5,0.5,3.09,2.64,0.153,0.1,0.0,0.3,1.0,0.0,0.857
351,kentavious caldwell pope,DEN,30,0.164,0.058,0.126,46.2,0.027,0.063,42.0,0.021,0.025,82.0,0.007,0.035,0.042,0.037,0.016,0.022,0.007,0.029,0.34,0,0,0.109,1.1,1.8,57.9,0.1,0.3,47.6,0.2,0.5,45.7,0.6,1.2,48.8,1.0,2.5,41.1,0.8,2.0,41.5,10.8,38.4,25.6,1.3,1.96,1.05,0.282,0.8,0.0,1.1,0.807,0.0,0.709
352,onyeka okongwu,ATL,22,0.203,0.081,0.126,64.7,0.001,0.002,25.0,0.04,0.051,77.9,0.056,0.091,0.147,0.02,0.02,0.014,0.027,0.065,0.514,12,0,0.014,3.3,4.6,71.3,0.3,0.7,45.1,0.1,0.2,50.0,0.3,0.6,47.7,0.0,0.1,28.6,0.0,0.0,0.0,9.9,29.5,15.8,0.7,1.41,0.42,0.335,2.8,0.6,6.6,0.761,0.622,1.022
353,cody zeller,MIA,30,0.201,0.072,0.126,57.4,0.0,0.005,0.0,0.056,0.08,70.0,0.061,0.086,0.147,0.019,0.029,0.008,0.011,0.075,0.432,0,0,-0.072,1.8,2.7,68.6,0.1,0.5,14.3,0.2,0.3,66.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,5.8,21.6,13.5,0.6,1.73,0.64,0.267,2.4,0.0,4.0,0.645,0.0,0.731
354,admiral schofield,ORL,26,0.166,0.059,0.126,47.1,0.027,0.078,34.9,0.021,0.023,89.5,0.025,0.044,0.069,0.032,0.009,0.007,0.005,0.069,0.325,0,0,-0.039,0.7,1.0,70.6,0.1,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.8,37.5,0.4,1.1,33.3,4.1,17.7,8.4,0.5,1.72,0.81,0.231,0.5,0.0,0.9,0.533,0.0,0.742
355,taj gibson,WAS,37,0.168,0.065,0.125,52.0,0.008,0.024,33.3,0.03,0.042,71.4,0.032,0.061,0.093,0.034,0.026,0.015,0.012,0.084,0.386,0,0,-0.004,0.8,1.2,68.4,0.1,0.3,35.7,0.1,0.3,50.0,0.1,0.3,40.0,0.1,0.3,31.3,0.1,0.2,33.3,3.2,14.7,9.0,0.4,1.5,0.59,0.218,1.4,0.5,2.1,0.478,0.458,0.794
356,zeke nnaji,DEN,22,0.183,0.072,0.125,57.6,0.01,0.038,26.9,0.028,0.042,67.2,0.044,0.047,0.092,0.012,0.017,0.012,0.016,0.07,0.375,1,0,-0.077,1.6,2.3,72.6,0.0,0.1,40.0,0.0,0.0,0.0,0.0,0.0,100,0.1,0.5,21.7,0.2,0.6,31.0,5.1,13.0,9.0,0.3,1.52,0.4,0.395,1.2,0.4,3.0,0.475,0.909,1.055
357,goga bitadze,ORL,23,0.171,0.069,0.125,55.1,0.008,0.029,26.1,0.025,0.048,52.6,0.057,0.071,0.129,0.045,0.022,0.018,0.028,0.074,0.508,1,0,0.066,1.3,1.8,73.8,0.1,0.3,27.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,25.0,0.2,0.6,26.3,3.7,16.2,10.6,0.4,1.54,0.56,0.227,0.8,0.2,3.0,0.346,0.375,0.768
358,bruno fernando,ATL,24,0.168,0.063,0.124,51.0,0.0,0.001,0.0,0.041,0.058,69.6,0.063,0.096,0.16,0.039,0.028,0.008,0.041,0.088,0.535,0,0,-0.093,1.2,2.0,61.1,0.1,0.6,23.8,0.0,0.1,0.0,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,18.7,11.0,0.4,1.41,0.49,0.196,1.4,0.2,3.4,0.347,0.667,0.821
359,moses moody,GSW,20,0.16,0.056,0.124,45.3,0.026,0.075,34.1,0.022,0.032,69.2,0.016,0.042,0.058,0.028,0.02,0.011,0.004,0.028,0.297,0,0,-0.022,0.7,1.0,68.4,0.1,0.2,33.3,0.1,0.1,60.0,0.0,0.1,50.0,0.3,1.0,32.8,0.4,1.0,40.7,4.2,13.6,9.9,0.5,2.12,1.29,0.312,0.2,0.0,0.7,0.857,0.0,0.878
360,gary harris,ORL,28,0.163,0.057,0.124,45.5,0.038,0.088,43.7,0.011,0.012,90.0,0.009,0.031,0.04,0.024,0.012,0.019,0.005,0.038,0.304,0,0,-0.03,0.7,1.3,56.7,0.1,0.3,41.7,0.0,0.1,0.0,0.0,0.1,28.6,1.1,2.5,46.6,0.9,2.1,40.6,8.4,21.7,16.3,0.7,2.04,1.46,0.386,0.1,0.0,0.6,1.2,0.0,0.808
361,trendon watford,POR,22,0.176,0.069,0.124,55.6,0.009,0.025,37.3,0.028,0.04,71.7,0.018,0.08,0.097,0.052,0.029,0.014,0.004,0.048,0.394,3,0,-0.069,1.5,2.4,63.8,0.6,1.1,57.1,0.2,0.4,47.6,0.0,0.0,50.0,0.1,0.3,21.1,0.3,0.7,45.2,6.8,34.6,15.7,1.4,2.43,1.46,0.196,1.2,0.4,1.5,0.535,0.6,0.698
362,vlatko cancar,DEN,25,0.164,0.061,0.124,48.8,0.024,0.062,39.3,0.019,0.02,94.1,0.013,0.057,0.07,0.043,0.02,0.01,0.007,0.047,0.345,1,0,-0.024,0.9,1.3,67.6,0.2,0.5,42.3,0.0,0.1,28.6,0.0,0.0,50.0,0.5,0.9,47.9,0.3,1.1,32.1,5.1,20.6,13.5,0.7,1.92,0.9,0.249,0.9,0.4,1.5,0.442,0.571,0.882
363,meyers leonard,MIL,31,0.212,0.071,0.124,57.1,0.044,0.088,50.0,0.027,0.035,75.0,0.018,0.097,0.115,0.0,0.018,0.009,0.0,0.062,0.359,0,0,-0.035,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.3,50.0,0.7,1.3,50.0,4.0,10.7,6.0,0.2,1.26,0.17,0.375,0.5,0.2,1.7,1.0,0.0,0.9
364,charles bassey,SAS,22,0.183,0.08,0.124,64.4,0.003,0.007,37.5,0.02,0.034,59.5,0.069,0.108,0.177,0.043,0.038,0.015,0.03,0.068,0.557,0,0,-0.029,1.9,2.7,71.4,0.3,0.5,57.9,0.1,0.3,36.4,0.1,0.1,100,0.0,0.1,20.0,0.1,0.1,40.0,5.7,24.9,14.2,0.6,1.49,0.42,0.228,1.9,0.4,4.7,0.424,0.769,0.976
365,keon ellis,SAC,23,0.21,0.067,0.124,53.8,0.057,0.095,60.0,0.019,0.029,66.7,0.038,0.038,0.076,0.038,0.01,0.029,0.01,0.086,0.463,0,0,-0.133,0.0,0.0,0.0,0.1,0.1,100,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.4,25.0,0.5,0.6,71.4,1.7,5.8,3.9,0.2,1.98,1.08,0.293,0.0,0.0,0.0,0.0,0.0,0.0
366,justise winslow,POR,27,0.123,0.051,0.124,40.9,0.009,0.028,31.1,0.013,0.018,71.4,0.031,0.06,0.091,0.061,0.027,0.019,0.007,0.056,0.373,1,0,-0.024,1.7,3.2,52.2,0.4,1.2,35.3,0.2,0.6,27.8,0.1,0.2,33.3,0.3,1.0,34.5,0.1,0.7,21.1,6.8,52.4,22.8,3.1,3.57,2.83,0.129,0.8,0.3,3.2,0.5,0.25,0.742
367,cody martin,CHA,27,0.12,0.048,0.124,38.9,0.01,0.048,21.4,0.014,0.024,57.1,0.027,0.055,0.082,0.038,0.007,0.014,0.003,0.045,0.321,0,0,-0.089,1.3,2.3,57.1,0.2,0.3,50.0,0.1,0.4,33.3,0.2,0.5,33.3,0.4,1.0,42.9,0.0,1.0,0.0,5.0,21.4,13.3,0.9,2.56,1.66,0.233,0.1,0.0,1.1,0.0,0.0,0.5
368,nathan knight,MIN,25,0.212,0.07,0.124,56.4,0.013,0.035,36.4,0.06,0.087,69.1,0.033,0.052,0.086,0.021,0.03,0.014,0.01,0.059,0.387,0,0,-0.003,1.0,1.4,71.4,0.0,0.2,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,36.4,0.1,0.3,36.4,3.7,11.3,6.7,0.4,2.11,1.09,0.328,0.4,0.3,1.1,0.733,0.4,0.846
369,garrett temple,NOP,36,0.14,0.051,0.124,40.9,0.031,0.07,44.0,0.008,0.011,75.0,0.011,0.034,0.045,0.037,0.011,0.025,0.006,0.042,0.331,0,0,-0.056,0.3,0.6,46.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.6,38.5,0.3,0.6,46.2,2.1,8.5,5.3,0.3,1.89,1.19,0.244,0.1,0.0,0.2,0.667,0.0,0.4
370,daishen nix,HOU,21,0.119,0.043,0.123,34.5,0.021,0.073,29.2,0.013,0.019,66.7,0.01,0.042,0.052,0.07,0.045,0.016,0.004,0.031,0.3,0,0,-0.075,0.6,1.2,50.0,0.1,0.4,19.0,0.0,0.0,100,0.0,0.0,0.0,0.2,0.6,34.3,0.5,1.9,28.4,4.1,36.5,14.8,2.8,4.52,4.36,0.114,0.1,0.0,0.2,1.2,0.0,0.692
371,herbert jones,NOP,24,0.157,0.057,0.123,46.0,0.013,0.042,31.6,0.03,0.04,75.3,0.025,0.043,0.067,0.04,0.021,0.026,0.009,0.053,0.383,0,0,0.032,2.3,3.8,61.2,0.2,0.7,24.4,0.1,0.1,44.4,0.0,0.0,0.0,0.6,1.9,30.5,0.3,0.8,30.8,9.4,42.2,22.7,1.5,2.15,1.1,0.223,0.9,0.1,2.1,0.481,0.75,0.682
372,dorian finney smith,BKN,29,0.135,0.048,0.123,38.9,0.028,0.084,33.1,0.011,0.015,76.3,0.028,0.049,0.077,0.025,0.015,0.014,0.009,0.035,0.317,1,0,-0.004,1.1,2.0,57.0,0.1,0.3,30.0,0.0,0.1,0.0,0.0,0.0,50.0,1.0,2.8,35.0,0.7,2.3,31.3,8.3,37.9,22.3,1.0,1.56,0.67,0.22,0.6,0.0,2.0,0.417,0.0,0.772
373,rudy gobert,MIN,30,0.212,0.081,0.123,65.8,0.0,0.001,0.0,0.05,0.077,64.8,0.052,0.13,0.182,0.019,0.028,0.013,0.021,0.047,0.531,33,0,0.001,4.9,7.0,70.9,0.2,0.7,31.3,0.1,0.2,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.7,44.4,24.3,1.1,1.48,0.42,0.309,3.7,1.4,11.1,0.653,0.553,0.978
374,anthony lamb,GSW,25,0.162,0.057,0.123,46.7,0.03,0.08,37.2,0.017,0.023,75.0,0.021,0.061,0.082,0.038,0.021,0.011,0.007,0.052,0.351,0,0,0.015,0.9,1.2,77.1,0.2,0.5,40.7,0.0,0.0,0.0,0.0,0.1,40.0,0.5,1.5,36.0,0.7,1.9,39.1,6.7,33.4,17.9,1.0,1.8,0.94,0.202,0.6,0.3,1.7,0.417,0.0,0.557
375,austin reaves,LAL,24,0.204,0.063,0.122,52.0,0.02,0.053,38.5,0.057,0.066,86.1,0.009,0.041,0.05,0.053,0.025,0.009,0.005,0.027,0.36,1,0,0.043,1.5,2.1,74.0,0.5,0.9,53.8,0.5,0.9,52.8,0.2,0.4,45.5,0.5,1.3,41.3,0.8,1.9,38.8,12.4,41.0,21.6,2.4,3.57,3.08,0.303,0.5,0.0,0.9,0.414,0.0,0.654
376,nick richards,CHA,25,0.203,0.076,0.122,62.4,0.0,0.0,100.0,0.051,0.068,74.3,0.058,0.101,0.16,0.014,0.023,0.004,0.027,0.061,0.487,13,0,-0.05,2.8,4.1,68.1,0.1,0.5,21.9,0.0,0.1,25.0,0.0,0.1,50.0,0.0,0.0,0.0,0.0,0.0,100,8.0,23.6,12.3,0.6,1.49,0.3,0.339,1.6,0.6,5.2,0.788,0.429,1.043
377,torrey craig,PHX,32,0.14,0.054,0.122,44.0,0.025,0.063,39.3,0.008,0.011,72.7,0.036,0.069,0.105,0.029,0.018,0.012,0.015,0.045,0.373,3,0,-0.053,1.2,2.0,61.1,0.1,0.5,28.9,0.1,0.3,26.1,0.0,0.2,23.1,0.7,1.8,40.1,0.5,1.5,37.6,7.2,32.7,16.1,0.9,1.73,0.79,0.22,0.7,0.0,2.5,0.735,0.0,0.774
378,josh green,DAL,22,0.172,0.065,0.121,53.3,0.021,0.053,39.8,0.022,0.03,72.3,0.017,0.038,0.056,0.033,0.022,0.014,0.001,0.05,0.31,1,0,0.025,1.8,2.5,72.3,0.3,0.6,44.4,0.2,0.4,45.5,0.0,0.1,25.0,0.9,2.2,40.5,0.2,0.6,41.2,9.0,34.0,17.3,1.6,2.8,2.09,0.265,0.7,0.0,1.4,0.756,0.0,0.316
379,aaron holiday,ATL,26,0.137,0.051,0.121,42.4,0.019,0.048,40.7,0.015,0.018,83.3,0.014,0.028,0.042,0.047,0.019,0.019,0.006,0.044,0.314,0,0,0.007,0.6,1.1,52.5,0.1,0.4,21.7,0.2,0.5,36.0,0.1,0.2,45.5,0.2,0.6,42.4,0.4,0.9,41.2,3.9,20.2,7.9,1.4,4.17,3.81,0.194,0.1,0.0,0.4,0.25,0.0,0.636
380,thaddeus young,TOR,34,0.146,0.066,0.121,54.5,0.004,0.021,17.6,0.011,0.016,69.2,0.043,0.058,0.101,0.046,0.026,0.033,0.003,0.054,0.418,0,0,-0.056,1.3,1.8,70.4,0.5,1.0,52.7,0.0,0.1,28.6,0.0,0.1,50.0,0.1,0.5,20.0,0.0,0.2,12.5,4.4,26.4,14.4,0.8,1.71,0.69,0.169,1.6,1.0,2.6,0.205,0.547,0.965
381,derrick jones jr,CHI,26,0.17,0.061,0.12,50.7,0.013,0.039,33.3,0.035,0.046,75.6,0.032,0.048,0.08,0.019,0.014,0.015,0.019,0.045,0.383,0,0,0.064,1.4,2.2,61.4,0.1,0.2,30.0,0.0,0.0,50.0,0.0,0.0,0.0,0.3,0.8,32.7,0.1,0.3,35.0,4.9,18.1,9.7,0.4,1.28,0.39,0.271,0.7,0.1,2.2,0.846,0.667,0.891
382,frank kaminsky,HOU,29,0.176,0.06,0.12,50.0,0.026,0.065,40.0,0.03,0.034,87.5,0.011,0.088,0.099,0.062,0.019,0.013,0.006,0.047,0.427,0,0,-0.017,0.3,0.4,69.2,0.1,0.3,50.0,0.0,0.1,33.3,0.0,0.0,100,0.2,0.3,60.0,0.2,0.7,33.3,2.4,12.9,8.0,0.4,1.75,0.68,0.183,0.2,0.2,0.7,0.25,1.0,0.72
383,jaxson hayes,NOP,22,0.18,0.067,0.12,55.5,0.002,0.022,10.3,0.045,0.064,69.9,0.03,0.071,0.101,0.026,0.024,0.015,0.015,0.052,0.408,0,0,-0.056,1.4,2.0,71.0,0.3,0.7,50.0,0.0,0.0,100,0.0,0.0,100,0.0,0.4,12.5,0.0,0.3,7.7,5.1,16.0,10.3,0.4,1.47,0.59,0.316,0.8,0.2,2.5,0.872,0.286,1.018
384,xavier tillman,MEM,24,0.171,0.075,0.12,62.4,0.002,0.006,26.7,0.02,0.036,55.1,0.048,0.073,0.12,0.038,0.017,0.023,0.011,0.039,0.457,4,0,-0.004,2.1,3.1,70.1,0.7,1.2,61.5,0.3,0.6,45.5,0.0,0.1,0.0,0.1,0.2,30.8,0.0,0.0,50.0,7.2,31.3,17.3,0.8,1.61,0.53,0.229,4.4,0.4,4.9,0.385,0.455,0.78
385,jaylin williams,OKC,20,0.147,0.052,0.12,43.7,0.023,0.057,40.0,0.02,0.028,71.2,0.021,0.103,0.124,0.038,0.019,0.014,0.006,0.058,0.396,0,0,-0.046,0.6,1.2,51.7,0.1,0.4,31.6,0.2,0.5,34.8,0.1,0.2,71.4,0.4,0.8,50.0,0.6,1.6,38.2,5.8,36.4,20.1,0.9,1.46,0.37,0.159,1.5,0.1,2.3,0.443,0.0,0.651
386,kyle anderson,MIN,29,0.158,0.061,0.12,51.1,0.011,0.025,42.0,0.025,0.035,73.5,0.016,0.074,0.09,0.08,0.025,0.019,0.015,0.036,0.465,10,3,0.02,1.5,2.5,59.3,1.2,2.3,51.3,0.3,0.6,52.5,0.0,0.1,28.6,0.4,1.1,38.6,0.2,0.5,38.9,9.4,52.3,29.9,2.4,2.76,1.67,0.18,1.6,0.1,2.2,0.343,0.5,0.636
387,wenyen gabriel,LAL,26,0.172,0.071,0.12,59.6,0.005,0.016,29.4,0.025,0.04,61.9,0.055,0.075,0.129,0.016,0.021,0.011,0.016,0.066,0.413,0,0,-0.006,1.9,2.9,66.1,0.2,0.4,62.5,0.0,0.1,0.0,0.0,0.0,50.0,0.1,0.4,27.3,0.0,0.2,30.0,5.7,20.2,9.6,0.4,1.32,0.42,0.281,1.4,0.1,4.0,0.598,0.857,0.843
388,royce oneale,BKN,29,0.136,0.046,0.119,38.8,0.033,0.083,39.3,0.01,0.014,73.1,0.011,0.066,0.077,0.057,0.023,0.013,0.01,0.049,0.358,4,1,0.01,0.7,1.6,42.6,0.2,0.6,31.0,0.0,0.1,22.2,0.0,0.0,0.0,0.5,1.5,35.2,1.6,3.8,41.7,8.9,60.8,27.4,2.3,2.29,1.51,0.146,0.4,0.0,0.7,0.185,0.0,0.491
389,kessler edwards,SAC,22,0.133,0.048,0.119,40.5,0.023,0.071,32.0,0.014,0.018,76.9,0.027,0.045,0.072,0.027,0.017,0.016,0.008,0.048,0.315,0,0,0.021,0.5,0.7,69.6,0.0,0.2,0.0,0.0,0.0,100,0.0,0.1,33.3,0.3,1.1,30.0,0.3,0.9,31.8,2.8,11.8,6.9,0.3,1.58,0.65,0.24,0.1,0.0,0.8,1.5,0.0,0.792
390,udonis haslem,MIA,42,0.03,0.01,0.119,8.3,0.0,0.02,0.0,0.01,0.02,50.0,0.04,0.04,0.079,0.0,0.0,0.01,0.01,0.079,0.184,0,0,-0.257,0.0,0.7,0.0,0.0,0.0,0.0,0.2,0.5,33.3,0.0,0.6,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.5,9.8,4.7,0.2,1.48,0.39,0.051,0.8,0.3,0.8,0.2,0.0,0.0
391,carlik jones,CHI,25,0.051,0.017,0.119,14.3,0.0,0.017,0.0,0.017,0.068,25.0,0.017,0.034,0.051,0.034,0.017,0.0,0.0,0.034,0.146,0,0,0.085,0.3,0.8,33.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.3,13.7,6.7,0.9,4.17,3.68,0.024,0.0,0.0,0.3,0.0,0.0,0.0
392,al horford,BOS,36,0.153,0.057,0.119,47.9,0.036,0.08,45.1,0.004,0.005,71.4,0.018,0.079,0.097,0.047,0.009,0.008,0.015,0.03,0.399,7,0,0.078,0.9,1.4,65.1,0.3,0.7,48.8,0.1,0.2,26.7,0.0,0.2,27.3,1.1,2.4,45.6,1.2,2.6,44.4,9.7,45.7,25.4,1.2,1.52,0.46,0.213,1.1,0.9,2.7,0.271,0.386,0.542
393,ish wainright,PHX,28,0.136,0.045,0.118,38.4,0.031,0.089,34.6,0.014,0.016,86.2,0.025,0.047,0.072,0.029,0.012,0.021,0.011,0.062,0.351,0,0,0.056,0.4,0.8,54.8,0.0,0.1,28.6,0.0,0.0,50.0,0.0,0.0,0.0,0.6,1.8,34.7,0.4,1.1,35.6,4.3,15.8,10.3,0.4,1.48,0.68,0.275,0.0,0.0,0.7,0.0,0.0,0.732
394,troy brown jr,LAL,23,0.137,0.051,0.118,43.1,0.027,0.072,37.4,0.009,0.01,89.2,0.016,0.061,0.077,0.023,0.013,0.015,0.004,0.031,0.309,2,0,-0.004,1.0,1.6,61.5,0.1,0.3,23.8,0.1,0.2,35.7,0.1,0.2,29.4,0.7,1.9,37.2,0.8,1.9,40.0,7.2,27.0,14.4,0.9,1.94,1.21,0.267,0.6,0.0,1.4,0.512,1.0,0.714
395,yuta watanabe,BKN,28,0.164,0.058,0.118,49.5,0.03,0.067,44.8,0.018,0.024,73.3,0.015,0.056,0.071,0.025,0.011,0.013,0.008,0.041,0.34,0,0,0.005,0.8,1.1,68.3,0.1,0.3,26.3,0.0,0.0,0.0,0.1,0.2,40.0,0.7,1.5,50.0,0.3,0.8,36.4,5.6,17.0,10.1,0.5,1.69,0.95,0.327,0.3,0.0,0.8,0.333,0.0,0.884
396,joe wieskamp,TOR,23,0.13,0.043,0.116,37.5,0.043,0.101,42.9,0.0,0.0,0.0,0.0,0.043,0.043,0.014,0.014,0.0,0.0,0.029,0.19,0,0,-0.072,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.7,50.0,0.2,0.5,33.3,1.8,5.6,4.4,0.2,1.72,1.07,0.321,0.2,0.0,0.0,0.0,0.0,0.0
397,walker kessler,UTA,21,0.189,0.083,0.115,72.0,0.0,0.001,33.3,0.023,0.044,51.6,0.064,0.109,0.173,0.019,0.016,0.007,0.048,0.047,0.576,20,0,0.02,3.9,5.1,75.7,0.1,0.4,30.8,0.0,0.0,100,0.0,0.1,50.0,0.0,0.1,25.0,0.0,0.0,0.0,9.2,24.4,15.5,0.6,1.38,0.35,0.377,1.7,0.2,7.2,0.675,1.0,1.056
398,davon reed,LAL,27,0.122,0.038,0.115,33.3,0.023,0.063,37.0,0.022,0.033,66.7,0.014,0.067,0.081,0.032,0.027,0.021,0.005,0.053,0.317,0,0,-0.133,0.1,0.2,44.4,0.0,0.3,10.0,0.0,0.3,12.5,0.1,0.2,57.1,0.2,0.6,36.4,0.3,0.7,35.7,2.1,15.1,7.4,0.7,2.76,2.05,0.14,0.1,0.1,0.3,0.0,0.0,0.286
399,jarred vanderbilt,LAL,24,0.157,0.063,0.115,54.7,0.007,0.022,32.1,0.024,0.035,69.2,0.044,0.107,0.15,0.048,0.025,0.021,0.005,0.048,0.465,10,0,-0.031,2.5,3.7,66.1,0.3,0.8,41.1,0.0,0.2,21.4,0.0,0.0,50.0,0.4,1.1,34.6,0.0,0.1,0.0,8.1,32.5,17.7,1.1,2.12,1.25,0.249,1.8,0.0,5.2,0.504,0.0,0.807
400,isaiah livers,DET,24,0.136,0.048,0.115,41.6,0.029,0.081,35.5,0.012,0.015,80.6,0.011,0.046,0.057,0.016,0.012,0.011,0.011,0.041,0.287,1,0,-0.086,0.5,0.7,76.5,0.0,0.2,25.0,0.1,0.3,37.5,0.2,0.5,47.8,0.7,1.8,39.8,0.6,1.9,33.3,6.4,25.6,16.0,0.8,1.92,0.9,0.251,0.3,0.1,0.5,0.765,1.333,0.731
401,ivica zubac,LAC,26,0.182,0.072,0.115,63.2,0.0,0.0,0.0,0.037,0.054,69.1,0.054,0.116,0.17,0.018,0.027,0.006,0.022,0.05,0.471,25,0,-0.01,3.5,5.3,66.3,0.6,1.2,53.4,0.1,0.1,40.0,0.0,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,10.6,42.3,20.3,1.1,1.5,0.45,0.252,3.9,1.8,8.9,0.59,0.836,0.932
